hostname,username,createdat,lab,team,project,description,product_name,product_type,platform_name,platform_type,product_class,pch_ult,pch_vid,die,pch_stepping,ifwi_version,interface_name,subtestid,is_valid_mask,meas_id,Valid_Meas,mode,port,topology,data_rate,end_point,frequency,vt_corner,discipline,buffer_type,Signal,Measurement,# of meas,DataValid_by_TestId,PCD_Dts0,PCD_Dts1,PCD_Dts2,PCD_Dts3,PCD_Dts4,PCD_Dts5,PCD_Dts6,PCD_Dts7,Tc,V1P8A,comment,cpu_stepping,cpu_ult,cpu_vid,current,max,mean,min,parameter_name_from_spec,postcode,rebootTries,spec_id,spec_max,spec_min,spec_version,std dev,testid
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,38,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO2,tR,460,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,2.42E-09,2.44E-09,1.82E-09,1.30E-09,,,,,,,646055,3.04E-10,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,46,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO2,Vmax,46,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,1.99423,2.00209,1.988097,1.97449,,,,,,,646055,0.006738,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,45,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO2,Vmin,46,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,-0.06036,-0.05781,-0.067179,-0.12092,,,,,,,646055,0.010374,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,39,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO2,HoldF,460,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,1.24E-08,1.30E-08,1.25E-08,1.23E-08,,,,,n/a,2.50E-09,646055,1.64E-10,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,40,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO2,HoldR,414,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,1.24E-08,1.28E-08,1.25E-08,1.23E-08,,,,,,,646055,1.05E-10,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,41,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO2,SetupF,460,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,1.11E-08,1.11E-08,1.10E-08,1.05E-08,,,,,n/a,4.50E-09,646055,1.51E-10,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,42,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO2,SetupR,460,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,1.10E-08,1.12E-08,1.10E-08,1.07E-08,,,,,,,646055,1.20E-10,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,44,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO2,Overshoot,276,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,0,3.79,0.986,0,,,,,,,646055,1.106,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,43,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO2,Undershoot,276,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,0,2.57,0.436,0,,,,,,,646055,0.661,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,47,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO3,tF,184,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,2.96E-09,3.00E-09,2.50E-09,1.53E-09,,,,,,,646055,5.30E-10,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,48,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO3,tR,184,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,2.43E-09,2.59E-09,2.15E-09,1.32E-09,,,,,,,646055,4.59E-10,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,56,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO3,Vmax,46,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,2.00276,2.00276,1.990077,1.97719,,,,,,,646055,0.005697,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,55,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO3,Vmin,46,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,-0.11082,-0.09061,-0.107076,-0.1448,,,,,,,646055,0.008577,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,49,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO3,HoldF,184,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,1.23E-08,1.32E-08,1.26E-08,1.23E-08,,,,,n/a,2.50E-09,646055,3.05E-10,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,50,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO3,HoldR,138,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,1.24E-08,1.26E-08,1.25E-08,1.24E-08,,,,,,,646055,3.41E-11,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,51,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO3,SetupF,184,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,1.10E-08,1.11E-08,1.09E-08,1.04E-08,,,,,n/a,4.50E-09,646055,2.67E-10,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,52,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO3,SetupR,184,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,1.11E-08,1.12E-08,1.11E-08,1.08E-08,,,,,,,646055,9.43E-11,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,54,FALSE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO3,Overshoot,0,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,1.00E+38,1.00E+38,1.00E+38,1.00E+38,,,,,,,646055,1.00E+38,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,53,FALSE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO3,Undershoot,0,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,1.00E+38,1.00E+38,1.00E+38,1.00E+38,,,,,,,646055,1.00E+38,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,25,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,ChipSelect,Vmax,46,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,2.05469,2.06199,2.045748,2.03597,,,,,,,646055,0.006214,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,24,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,ChipSelect,Vmin,46,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,-0.15469,-0.12816,-0.148154,-0.22112,,,,,,,646055,0.013166,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,20,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,ChipSelect,HoldTime,46,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,2.39E-08,2.39E-08,2.38E-08,2.37E-08,,,,,n/a,2.00E-08,646055,4.21E-11,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,23,FALSE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,ChipSelect,Overshoot,0,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,1.00E+38,1.00E+38,1.00E+38,1.00E+38,,,,,,,646055,1.00E+38,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,21,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,ChipSelect,SetupTime,46,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,5.84E-08,5.84E-08,5.83E-08,5.81E-08,,,,,n/a,3.00E-08,646055,7.04E-11,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:20:38.131Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,22,FALSE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,ChipSelect,Undershoot,0,TRUE,27,27,27,26,27,26,28,28,25,1.892147891,[Test],a0,G5238080_215_+16_-8,U544D00300422,1.00E+38,1.00E+38,1.00E+38,1.00E+38,,,,,,,646055,1.00E+38,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:24:22.951Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/2/5/1/1/,0x1ffffffffffffff,27,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,Slow,SIV,c76pxecfio_io1p8_hsmv,Clock,tF,1786,TRUE,26,27,26,26,26,26,26,28,25.09999847,1.71502611,[Test],a0,G5238080_215_+16_-8,U544D00300422,2.07E-09,3.48E-09,2.41E-09,1.82E-09,,,,,,,646055,3.27E-10,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:24:22.951Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/2/5/1/1/,0x1ffffffffffffff,28,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,Slow,SIV,c76pxecfio_io1p8_hsmv,Clock,tR,1786,TRUE,26,27,26,26,26,26,26,28,25.09999847,1.71502611,[Test],a0,G5238080_215_+16_-8,U544D00300422,1.69E-09,1.99E-09,1.74E-09,1.50E-09,,,,,,,646055,5.33E-11,bc788bed-1df0-4850-b8ec-3be251921908
GM03WVAW2676,gmsvuser,2026-01-09T23:24:22.951Z,GM,wbio,nvlhx,Fast:[THC_SPI]|Low:[THC_SPI]|Typ:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/2/5/1/1/,0x1ffffffffffffff,36,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,Slow,SIV,c76pxecfio_io1p8_hsmv,Clock,Vmax,47,TRUE,26,27,26,26,26,26,26,28,25.09999847,1.71502611,[Test],a0,G5238080_215_+16_-8,U544D00300422,1.74276,1.77735,1.750627,1.74082,,,,,,,646055,0.00661,bc788bed-1df0-4850-b8ec-3be251921908
