hostname,username,createdat,lab,team,project,description,product_name,product_type,platform_name,platform_type,product_class,pch_ult,pch_vid,die,pch_stepping,ifwi_version,interface_name,subtestid,is_valid_mask,meas_id,Valid_Meas,mode,port,topology,data_rate,end_point,frequency,vt_corner,discipline,buffer_type,Signal,Measurement,# of meas,DataValid_by_TestId,PCD_Dts0,PCD_Dts1,PCD_Dts2,PCD_Dts3,PCD_Dts4,PCD_Dts5,PCD_Dts6,PCD_Dts7,PCH_Dts0,PCH_Dts1,PCH_Dts2,PCH_Dts3,Tc,V1P8A,comment,cpu_stepping,cpu_ult,cpu_vid,current,max,mean,min,parameter_name_from_spec,postcode,rebootTries,spec_id,spec_max,spec_min,spec_version,std dev,testid
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,29,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,Clock,LowTime,1739,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,1.131859e-08,1.163489e-08,1.13984186e-08,1.108286e-08,,0x10ad,1,,1.41E-08,9.37E-09,646055,9.06098e-11,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,30,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,Clock,HighTime,1786,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,1.206332e-08,1.242094e-08,1.20757518e-08,1.166418e-08,,0x10ad,1,,1.41E-08,9.37E-09,646055,1.312436e-10,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,26,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,Clock,DutyCycle,1739,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,51.7,52.75,51.4463,50.23,,0x10ad,1,,,,646055,0.4523,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,34,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,Clock,Overshoot,1598,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,0,0,0,0,,0x10ad,1,,,,646055,0,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,33,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,Clock,Undershoot,1598,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,0,0,0,0,,0x10ad,1,,,,646055,0,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,0,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO0,tF,658,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,3.9831e-09,4.61907e-09,4.053783e-09,3.72114e-09,,0x10ad,1,,,,646055,9.7558e-11,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,1,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO0,tR,658,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,3.13665e-09,3.41448e-09,2.899192e-09,1.97409e-09,,0x10ad,1,,,,646055,3.25017e-10,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,9,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO0,Vmax,47,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,1.97163,2.02561,1.972437,1.95546,,0x10ad,1,,,,646055,0.013351,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,8,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO0,Vmin,47,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,-0.09413,-0.06918,-0.082796,-0.09541,,0x10ad,1,,,,646055,0.006512,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,2,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO0,HoldF,658,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,1.274209e-08,1.307355e-08,1.2740935e-08,1.253998e-08,,0x10ad,1,,n/a,2.50E-09,646055,7.2444e-11,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,3,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO0,HoldR,611,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,1.253243e-08,1.294182e-08,1.2603853e-08,1.229924e-08,,0x10ad,1,,,,646055,1.0946e-10,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,4,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO0,SetupF,658,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,1.074209e-08,1.097554e-08,1.0784163e-08,1.059172e-08,,0x10ad,1,,n/a,4.50E-09,646055,5.5144e-11,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,5,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO0,SetupR,658,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,1.095545e-08,1.122446e-08,1.086153e-08,1.030951e-08,,0x10ad,1,,,,646055,1.34949e-10,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,7,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO0,Overshoot,470,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,0,0.07,0,0,,0x10ad,1,,,,646055,0.003,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,6,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO0,Undershoot,470,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,0,5.15,0.444,0,,0x10ad,1,,,,646055,1.34,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,10,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO1,tF,329,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,3.79515e-09,4.35281e-09,4.040703e-09,3.79232e-09,,0x10ad,1,,,,646055,1.29485e-10,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,11,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO1,tR,329,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,3.35348e-09,3.52674e-09,3.259967e-09,2.51349e-09,,0x10ad,1,,,,646055,1.88125e-10,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,19,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO1,Vmax,47,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,1.97133,2.08296,1.980558,1.96311,,0x10ad,1,,,,646055,0.019512,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,18,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO1,Vmin,47,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,-0.06714,-0.0602,-0.065487,-0.0726,,0x10ad,1,,,,646055,0.003309,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,12,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO1,HoldF,329,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,1.25968e-08,1.326214e-08,1.2754318e-08,1.252997e-08,,0x10ad,1,,n/a,2.50E-09,646055,1.93064e-10,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,13,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO1,HoldR,329,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,1.235101e-08,1.283805e-08,1.2421183e-08,1.195297e-08,,0x10ad,1,,,,646055,1.4926e-10,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,14,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO1,SetupF,329,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,1.089679e-08,1.113959e-08,1.0779002e-08,1.026978e-08,,0x10ad,1,,n/a,4.50E-09,646055,1.81499e-10,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,15,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO1,SetupR,329,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,1.111957e-08,1.141706e-08,1.1088963e-08,1.05957e-08,,0x10ad,1,,,,646055,1.79087e-10,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,17,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO1,Overshoot,141,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,1.39,3.91,1.739,0.11,,0x10ad,1,,,,646055,0.772,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,16,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO1,Undershoot,141,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,1.42,3.78,2.108,0,,0x10ad,1,,,,646055,0.826,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,37,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO2,tF,470,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,3.15186e-09,3.9558e-09,2.747884e-09,1.60416e-09,,0x10ad,1,,,,646055,5.81769e-10,bb162366-b27a-4320-aeb4-68ef5dac209d
GM03WVAW2676,gmsvuser,2026-01-14T22:47:42.821Z,GM,wbio,nvlhx,Typ:[THC_SPI]|Low:[THC_SPI]|Fast:[THC_SPI]|High:[THC_SPI]|Slow:[THC_SPI],Nova Lake,Discrete PCH,RVP01-NVL Hx_UL DDR5 SODIMM 1DPC T3,RVP,Hx,Q515B301_080_+3_+0,U5KF411700907,PCD-H,a0,NVL_HR11_A1A0-ODCA_RPRF_SEP0_115F0418_2025WW48.3.01_SPI0100MHz_1coreEnabled,THC_SPI,/5/4/1/1/,0x1ffffffffffffff,38,TRUE,Quad,THC0,Single Load,Single,Generic | Generic,42 MHz,High,SIV,c76pxecfio_io1p8_hsmv,TXIO2,tR,470,None,83,83,83,82,81,81,83,84,29,28,29,26,84.80000305175781,1.8878186655638274,[Test],a0,G5258010_107_-10_+11,U548C31700201,2.37624e-09,2.58591e-09,1.926794e-09,1.36034e-09,,0x10ad,1,,,,646055,3.2728e-10,bb162366-b27a-4320-aeb4-68ef5dac209d
